Consequent	Antecedent 	Support %	Confidence %
ItemName_BOURNVILLE	hours_24 and StudentIDval_8	6.706	2.222
ItemName_TANDOORI FULL	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Mix Uttapam	hours_21 and StudentIDval_8	6.706	2.222
ItemName_MYCAN	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Paneer Maggi	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Paneer Maggi	hours_24 and StudentIDval_8	6.706	2.222
ItemName_DAIRY MILK SILKY	hours_21 and StudentIDval_8	6.706	2.222
ItemName_DAIRY MILK SILKY	hours_24 and StudentIDval_8	6.706	2.222
ItemName_REAL 	hours_24 and StudentIDval_8	6.706	2.222
ItemName_5STAR	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CHI.PASTA	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CHI.PASTA	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Onion Masala Dosa	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Onion Masala Dosa	hours_24 and StudentIDval_8	6.706	2.222
ItemName_SLICE 600ML	hours_21 and StudentIDval_8	6.706	2.222
ItemName_BINOG CHIP @20	hours_24 and StudentIDval_8	6.706	2.222
ItemName_MAZZA PET 600 ML	hours_21 and StudentIDval_8	6.706	2.222
ItemName_MAZZA PET 600 ML	hours_24 and StudentIDval_8	6.706	2.222
ItemName_CHILLI PANEER	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CHILLI PANEER	hours_24 and StudentIDval_8	6.706	2.222
ItemName_DAIRY MILK@35	hours_24 and StudentIDval_8	6.706	2.222
ItemName_FUNGAMA	hours_21 and StudentIDval_8	6.706	2.222
ItemName_FUNGAMA	hours_24 and StudentIDval_8	6.706	2.222
ItemName_BINOG CHIP @10	hours_21 and StudentIDval_8	6.706	2.222
ItemName_BINOG CHIP @10	hours_24 and StudentIDval_8	6.706	2.222
ItemName_COKE CAN	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Onion Uttapam	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Egg Rice	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Egg Rice	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Samosa	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Samosa	hours_24 and StudentIDval_8	6.706	2.222
ItemName_CHILLY CHICKEN 	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CHILLY CHICKEN 	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Chese Burger	hours_21 and StudentIDval_8	6.706	2.222
ItemName_SINGLE SCOOP	hours_21 and StudentIDval_8	6.706	2.222
ItemName_SINGLE SCOOP	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Chicken Rice	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Chicken Rice	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Tandury Chicken 1/2	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Tandury Chicken 1/2	hours_24 and StudentIDval_8	6.706	2.222
ItemName_COKE CAN 300 ML	hours_21 and StudentIDval_8	6.706	2.222
ItemName_COKE CAN 300 ML	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Veg Rice	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Veg Rice	hours_24 and StudentIDval_8	6.706	2.222
ItemName_CAKE SANDWICH	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CAKE SANDWICH	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Pasta	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Pasta	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Pastry	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CHIPS	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CHIPS	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Plain Dosa	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Plain Dosa	hours_24 and StudentIDval_8	6.706	2.222
ItemName_KADHAI PANEER	hours_21 and StudentIDval_8	6.706	2.222
ItemName_KADHAI PANEER	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Fried Maggi	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Fried Maggi	hours_24 and StudentIDval_8	6.706	2.222
ItemName_DEW MIX	hours_21 and StudentIDval_8	6.706	2.222
ItemName_DEW MIX	hours_24 and StudentIDval_8	6.706	2.222
ItemName_CHCO PIE	hours_21 and StudentIDval_8	6.706	2.222
ItemName_CHCO PIE	hours_24 and StudentIDval_8	6.706	2.222
ItemName_SNICKERS SNACK 	hours_21 and StudentIDval_8	6.706	2.222
ItemName_SNICKERS SNACK 	hours_24 and StudentIDval_8	6.706	2.222
ItemName_PEPSI 600ML	hours_21 and StudentIDval_8	6.706	2.222
ItemName_PEPSI 600ML	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Veg Petty	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Veg Petty	hours_24 and StudentIDval_8	6.706	2.222
ItemName_SAMOSA CHAT	hours_21 and StudentIDval_8	6.706	2.222
ItemName_SAMOSA CHAT	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Butter Chicken	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Butter Chicken	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Masala Dosa	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Masala Dosa	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Plain Maggi	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Plain Maggi	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Chicken Sandwich	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Chicken Sandwich	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Chese Toast	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Chese Toast	hours_24 and StudentIDval_8	6.706	2.222
ItemName_PULPY ORANGE	hours_21 and StudentIDval_8	6.706	2.222
ItemName_PULPY ORANGE	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Butter Naan	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Butter Naan	hours_24 and StudentIDval_8	6.706	2.222
ItemName_Ice Cream Shake	hours_21 and StudentIDval_8	6.706	2.222
ItemName_Ice Cream Shake	hours_24 and StudentIDval_8	6.706	2.222
ItemName_COKE MIX 600 ML	hours_21 and StudentIDval_8	6.706	2.222
ItemName_COKE MIX 600 ML	hours_24 and StudentIDval_8	6.706	2.222
ItemName_DAIRY MILK SILKY	hours_21	15.052	1.98
ItemName_SINGLE SCOOP	hours_21	15.052	1.98
ItemName_Chicken Rice	hours_21	15.052	1.98
ItemName_Tandury Chicken 1/2	hours_21	15.052	1.98
ItemName_CHIPS	hours_21	15.052	1.98
ItemName_SNICKERS SNACK 	hours_21	15.052	1.98
ItemName_Plain Maggi	hours_21	15.052	1.98
ItemName_DAIRY MILK SILKY	StudentIDval_7	7.601	1.961
ItemName_DAIRY MILK@35	StudentIDval_7	7.601	1.961
ItemName_Onion Uttapam	StudentIDval_7	7.601	1.961
ItemName_Egg Rice	StudentIDval_7	7.601	1.961
ItemName_SINGLE SCOOP	StudentIDval_7	7.601	1.961
ItemName_COKE CAN 300 ML	StudentIDval_7	7.601	1.961
ItemName_Veg Rice	StudentIDval_7	7.601	1.961
ItemName_Veg Rice	StudentIDval_4	7.601	1.961
ItemName_Pastry	StudentIDval_7	7.601	1.961
ItemName_Pastry	StudentIDval_4	7.601	1.961
ItemName_CHIPS	StudentIDval_7	7.601	1.961
ItemName_CHIPS	StudentIDval_4	7.601	1.961
ItemName_Plain Dosa	StudentIDval_7	7.601	1.961
ItemName_Plain Dosa	StudentIDval_4	7.601	1.961
ItemName_KADHAI PANEER	StudentIDval_4	7.601	1.961
ItemName_Fried Maggi	StudentIDval_7	7.601	1.961
ItemName_Fried Maggi	StudentIDval_4	7.601	1.961
ItemName_SNICKERS SNACK 	StudentIDval_4	7.601	1.961
ItemName_PEPSI 600ML	StudentIDval_4	7.601	1.961
ItemName_Veg Petty	StudentIDval_7	7.601	1.961
ItemName_Veg Petty	StudentIDval_4	7.601	1.961
ItemName_SAMOSA CHAT	StudentIDval_4	7.601	1.961
ItemName_Butter Chicken	StudentIDval_4	7.601	1.961
ItemName_Masala Dosa	StudentIDval_4	7.601	1.961
ItemName_MIX JUICE	StudentIDval_2	7.75	1.923
ItemName_BINOG CHIP @20	StudentIDval_2	7.75	1.923
ItemName_Chese Burger	StudentIDval_2	7.75	1.923
ItemName_Pastry	StudentIDval_2	7.75	1.923
ItemName_SAMOSA CHAT	StudentIDval_2	7.75	1.923
ItemName_Butter Chicken	StudentIDval_2	7.75	1.923
ItemName_Onion Uttapam	hours_20	15.648	1.905
ItemName_Egg Rice	hours_20	15.648	1.905
ItemName_CHILLY CHICKEN 	hours_20	15.648	1.905
ItemName_Chese Burger	hours_22	15.648	1.905
ItemName_Chicken Rice	hours_20	15.648	1.905
ItemName_COKE CAN 300 ML	hours_20	15.648	1.905
ItemName_Veg Rice	hours_20	15.648	1.905
ItemName_Pasta	hours_22	15.648	1.905
ItemName_CHIPS	hours_22	15.648	1.905
ItemName_Plain Dosa	hours_20	15.648	1.905
ItemName_Fried Maggi	hours_20	15.648	1.905
ItemName_PEPSI 600ML	hours_20	15.648	1.905
ItemName_MAZZA PET 600 ML	StudentIDval_8	40.089	1.859
ItemName_CHILLI PANEER	StudentIDval_8	40.089	1.859
ItemName_FUNGAMA	StudentIDval_8	40.089	1.859
ItemName_COKE CAN	StudentIDval_8	40.089	1.859
ItemName_Samosa	StudentIDval_8	40.089	1.859
ItemName_SINGLE SCOOP	StudentIDval_8	40.089	1.859
ItemName_Tandury Chicken 1/2	StudentIDval_8	40.089	1.859
ItemName_CHCO PIE	StudentIDval_8	40.089	1.859
ItemName_Chese Burger	StudentIDval_3	8.197	1.818
ItemName_COKE CAN 300 ML	StudentIDval_3	8.197	1.818
ItemName_Pastry	StudentIDval_3	8.197	1.818
ItemName_CHIPS	StudentIDval_3	8.197	1.818
ItemName_KADHAI PANEER	StudentIDval_3	8.197	1.818
ItemName_Veg Petty	StudentIDval_3	8.197	1.818
ItemName_SAMOSA CHAT	StudentIDval_3	8.197	1.818
ItemName_Butter Chicken	StudentIDval_3	8.197	1.818
ItemName_COKE CAN	StudentIDval_6	8.346	1.786
ItemName_Onion Uttapam	StudentIDval_6	8.346	1.786
ItemName_CHILLY CHICKEN 	StudentIDval_6	8.346	1.786
ItemName_Tandury Chicken 1/2	StudentIDval_6	8.346	1.786
ItemName_DEW MIX	StudentIDval_6	8.346	1.786
ItemName_PEPSI 600ML	StudentIDval_6	8.346	1.786
ItemName_Veg Petty	StudentIDval_6	8.346	1.786
ItemName_COKE CAN	hours_23	17.735	1.681
ItemName_SINGLE SCOOP	hours_24	17.735	1.681
ItemName_CAKE SANDWICH	hours_24	17.735	1.681
ItemName_Pasta	hours_23	17.735	1.681
ItemName_Plain Dosa	hours_23	17.735	1.681
ItemName_DEW MIX	hours_24	17.735	1.681
ItemName_Butter Chicken	hours_23	17.735	1.681
